Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,46,mul_kernel,N/A,N/A,N/A,1784164803496936.773	,32.940,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988105,0.0,0.127,0.0,0.332,0.0,0.755,0.0,0.382,0.009,0.000
0,4294967295,1,46,mul_kernel,N/A,N/A,N/A,1784164803496970.393	,20.821,0.810000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589260,0.0,0.213,0.0,0.513,0.0,0.654,0.0,0.523,0.01,0.000
0,4294967295,2,46,mul_kernel,N/A,N/A,N/A,1784164803496991.914	,12.540,0.679000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356044,0.0,0.353,0.0,0.671,0.0,0.898,0.0,0.793,0.0,0.000
0,4294967295,3,46,mul_kernel,N/A,N/A,N/A,1784164803497005.174	,12.680,0.710000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362932,0.0,0.346,0.0,0.663,0.0,0.895,0.0,0.747,0.0,0.000
0,4294967295,4,46,mul_kernel,N/A,N/A,N/A,1784164803497018.554	,12.381,0.570000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354134,0.0,0.355,0.0,0.676,0.0,0.896,0.0,0.773,0.0,0.000
0,4294967295,5,46,mul_kernel,N/A,N/A,N/A,1784164803497031.655	,12.920,0.869000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364215,0.0,0.345,0.0,0.66,0.0,0.898,0.0,0.755,0.0,0.000
0,4294967295,6,46,mul_kernel,N/A,N/A,N/A,1784164803497045.275	,12.300,0.580000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352005,0.0,0.357,0.0,0.681,0.0,0.896,0.0,0.763,0.0,0.000
0,4294967295,7,46,mul_kernel,N/A,N/A,N/A,1784164803497058.235	,12.760,0.700000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367034,0.0,0.343,0.0,0.656,0.0,0.897,0.0,0.758,0.0,0.000
0,4294967295,8,46,mul_kernel,N/A,N/A,N/A,1784164803497071.695	,12.141,0.740000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352077,0.0,0.357,0.0,0.678,0.0,0.898,0.0,0.774,0.0,0.000
0,4294967295,9,46,mul_kernel,N/A,N/A,N/A,1784164803497084.516	,12.940,0.609000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368475,0.0,0.341,0.0,0.659,0.0,0.893,0.0,0.764,0.0,0.000
