batch,torch_primary_us,torch_kernels_per_call,torch_kernel_type,torch_all_device_us,torch_kernel_name,ascendc_primary_us,ascendc_kernels_per_call,ascendc_kernel_type,ascendc_all_device_us,ascendc_kernel_name,pypto_primary_us,pypto_kernels_per_call,pypto_kernel_type,pypto_all_device_us,pypto_kernel_name
1,11.54,1.0,KERNEL_AIVEC,2.904,aclnnEqTensor_EqualAiCore_Equal,49.98,7.0,KERNEL_AIVEC,293.762,equal_kernel,N/A,N/A,N/A,N/A,N/A
2,14.28,1.0,KERNEL_AIVEC,3.061,aclnnEqTensor_EqualAiCore_Equal,93.0,7.0,KERNEL_AIVEC,574.669,equal_kernel,N/A,N/A,N/A,N/A,N/A
4,12.84,1.0,KERNEL_AIVEC,3.258,aclnnEqTensor_EqualAiCore_Equal,135.52,7.0,KERNEL_AIVEC,856.686,equal_kernel,N/A,N/A,N/A,N/A,N/A
8,17.26,1.0,KERNEL_AIVEC,3.714,aclnnEqTensor_EqualAiCore_Equal,210.38,7.0,KERNEL_AIVEC,1418.693,equal_kernel,N/A,N/A,N/A,N/A,N/A
16,14.52,1.0,KERNEL_AIVEC,4.901,aclnnEqTensor_EqualAiCore_Equal,411.74,7.0,KERNEL_AIVEC,2823.313,equal_kernel,N/A,N/A,N/A,N/A,N/A
32,20.18,1.0,KERNEL_AIVEC,6.674,aclnnEqTensor_EqualAiCore_Equal,815.7,7.0,KERNEL_AIVEC,5633.081,equal_kernel,N/A,N/A,N/A,N/A,N/A
64,30.46,1.0,KERNEL_AIVEC,10.302,aclnnEqTensor_EqualAiCore_Equal,1582.8,7.0,KERNEL_AIVEC,10971.543,equal_kernel,N/A,N/A,N/A,N/A,N/A
