batch,torch_primary_us,torch_kernels_per_call,torch_kernel_type,torch_all_device_us,torch_kernel_name,ascendc_primary_us,ascendc_kernels_per_call,ascendc_kernel_type,ascendc_all_device_us,ascendc_kernel_name,pypto_primary_us,pypto_kernels_per_call,pypto_kernel_type,pypto_all_device_us,pypto_kernel_name
1,14.1,7.0,KERNEL_AIVEC,82.359,aclnnInplaceCopy_TransposeAiCore_Transpose,106.2,7.0,KERNEL_AIVEC,692.526,transpose_kernel,N/A,N/A,N/A,N/A,N/A
2,16.68,7.0,KERNEL_AIVEC,88.291,aclnnInplaceCopy_TransposeAiCore_Transpose,199.84,7.0,KERNEL_AIVEC,1345.145,transpose_kernel,N/A,N/A,N/A,N/A,N/A
4,22.48,7.0,KERNEL_AIVEC,89.618,aclnnInplaceCopy_TransposeAiCore_Transpose,385.62,7.0,KERNEL_AIVEC,2642.91,transpose_kernel,N/A,N/A,N/A,N/A,N/A
8,19.26,7.0,KERNEL_AIVEC,86.096,aclnnInplaceCopy_TransposeAiCore_Transpose,762.3,7.0,KERNEL_AIVEC,5272.676,transpose_kernel,N/A,N/A,N/A,N/A,N/A
16,20.18,7.0,KERNEL_AIVEC,99.836,aclnnInplaceCopy_TransposeAiCore_Transpose,1510.6,7.0,KERNEL_AIVEC,10517.667,transpose_kernel,N/A,N/A,N/A,N/A,N/A
32,26.2,7.0,KERNEL_AIVEC,122.163,aclnnInplaceCopy_TransposeAiCore_Transpose,3014.6,7.0,KERNEL_AIVEC,21008.479,transpose_kernel,N/A,N/A,N/A,N/A,N/A
64,37.64,7.0,KERNEL_AIVEC,176.919,aclnnInplaceCopy_TransposeAiCore_Transpose,6016.54,7.0,KERNEL_AIVEC,41980.095,transpose_kernel,N/A,N/A,N/A,N/A,N/A
